# schema=shastry-sutherland-full-spin-isotypic-primal-values-v1
# model_mof_sha256=041d82091fdf8be08f6ef549c10b4ac359ced4f3d7048a59ccf94ba0231b13da
# runmeta_sha256=4cc9b50612d9fcc986610c533ea2a2ca5cdb76480f2efb9360ab5c0cdf488bc3
index	name	float64_bits
59	full_spin_isotypic_invariant_moment[59]	0011111101110011011000101110100101000111101100100000010100010100
60	full_spin_isotypic_invariant_moment[60]	1011111110010101010111111111100100000011110101101101111100100001
61	full_spin_isotypic_invariant_moment[61]	0011111101110011011000101110100101000111101100100010100010000100
62	full_spin_isotypic_invariant_moment[62]	0011111111101111011010010100100101011110101011011000001011010101
63	full_spin_isotypic_invariant_moment[63]	1011111110001110110001001100011111100110100110001010110000000101
64	full_spin_isotypic_invariant_moment[64]	0011111101111000111000100001000111011100010010101100010010010011
65	full_spin_isotypic_invariant_moment[65]	1011111110001110110001001100011111100110100101111010001111110101
66	full_spin_isotypic_invariant_moment[66]	0011111101111000111000100001000111011100010010101100101100110101
67	full_spin_isotypic_invariant_moment[67]	0011111110000101110000101111100011101010100001011011100100101010
68	full_spin_isotypic_invariant_moment[68]	0011111110001110101110011000111100011110001011000010101011010111
69	full_spin_isotypic_invariant_moment[69]	0011111110000101110000101111100011101010100001011011010110100001
70	full_spin_isotypic_invariant_moment[70]	0011111111011111101101010011001011101110111100001101101011110101
71	full_spin_isotypic_invariant_moment[71]	0011111101110100110110011010110011100100001110100111011101011001
72	full_spin_isotypic_invariant_moment[72]	0011111110000000111001011000110110001010001110111101101101110110
73	full_spin_isotypic_invariant_moment[73]	0011111101110100110110011010110011100100001110100111001111001101
74	full_spin_isotypic_invariant_moment[74]	0011111110000101110000101111100011101010100001011011000100010000
75	full_spin_isotypic_invariant_moment[75]	0011111110000100110111111110110101110010101011000101011100101000
76	full_spin_isotypic_invariant_moment[76]	0011111111011111110101110010001010100111000111011011010000110110
77	full_spin_isotypic_invariant_moment[77]	0011111101110100110110011010110011100100001110100111010110001000
78	full_spin_isotypic_invariant_moment[78]	0011111101110011100111011011100110111100000111100110011101000001
79	full_spin_isotypic_invariant_moment[79]	0011111110000101110000101111100011101010100001011001111000101100
80	full_spin_isotypic_invariant_moment[80]	0011111111011111101101010011001011101110111100001101101010110010
81	full_spin_isotypic_invariant_moment[81]	0011111101110100110110011010110011100100001110100110010101100110
82	full_spin_isotypic_invariant_moment[82]	0011111111011111110101110010001010100111000111011011010001101011
83	full_spin_isotypic_invariant_moment[83]	1011111100110110100000000100110101001010001010101000010100010010
84	full_spin_isotypic_invariant_moment[84]	1011111100110010111001010001101110101101000011100110110011001000
85	full_spin_isotypic_invariant_moment[85]	1011111100110110100000000100110101001010001010011011101001010010
86	full_spin_isotypic_invariant_moment[86]	0011111100000000011100010000100000000000100110101110111001001000
87	full_spin_isotypic_invariant_moment[87]	1011111100110110100000000100110101001010001010100100011011000101
88	full_spin_isotypic_invariant_moment[88]	0011111100000000011100010000100000000000100110011101010010001001
89	full_spin_isotypic_invariant_moment[89]	1011111100100111001000011101011000100011000010110110111101000100
90	full_spin_isotypic_invariant_moment[90]	1011111100101110001111111111101000000010110100011000111101101010
91	full_spin_isotypic_invariant_moment[91]	1011111100100111001000011101011000100011000010111000010000111110
92	full_spin_isotypic_invariant_moment[92]	1011111100010000110110100001010011010001000011000100100110110010
93	full_spin_isotypic_invariant_moment[93]	1011111100100111001000011101011000100011000010110000111101001011
94	full_spin_isotypic_invariant_moment[94]	1011111100010000110110100001010011010001000011010000011111010001
95	full_spin_isotypic_invariant_moment[95]	1011111100101110000001111110110001000111000000011100000001010101
96	full_spin_isotypic_invariant_moment[96]	1011111100110011010000001000101110111001010111001111111010010001
97	full_spin_isotypic_invariant_moment[97]	0011111100010100111101110010010010111001111101010011011110000010
98	full_spin_isotypic_invariant_moment[98]	1011111100110011010000001000101110111001010111010000000110100111
99	full_spin_isotypic_invariant_moment[99]	0011111100010100111101110010010010111001111101000111000001000100
100	full_spin_isotypic_invariant_moment[100]	1011111100101000111010001001110000110000001111110010110001001101
101	full_spin_isotypic_invariant_moment[101]	1011111100100110101001101101100111110001111111000101101110010100
102	full_spin_isotypic_invariant_moment[102]	1011111100000001011100100100011100000001011111001011001000011001
103	full_spin_isotypic_invariant_moment[103]	1011111100100110101001101101100111110001111110110111011011001100
104	full_spin_isotypic_invariant_moment[104]	1011111100000001011100100100011100000001011111101001000010001110
105	full_spin_isotypic_invariant_moment[105]	1011111100101110000001111110110001000111000000000010100101101111
106	full_spin_isotypic_invariant_moment[106]	1011111100100001111001001100000000000000000010100110000111010000
107	full_spin_isotypic_invariant_moment[107]	1011111100101110000001111110110001000111000000011111101111010011
108	full_spin_isotypic_invariant_moment[108]	1011111100100001111001001100000000000000000001101100100010000111
109	full_spin_isotypic_invariant_moment[109]	1011111100101000111010001001110000110000001111100100101010101110
110	full_spin_isotypic_invariant_moment[110]	1011111011110000100101110011000011011000010001100111100101010001
