# schema=square-j1-j2-full-spin-isotypic-rational-witness-v1
# denominator=1000000
# model_mof_sha256=3310ea7c41b857223fe001e6bb3f9a64c75f187a33788585accbb10091055e68
# runmeta_sha256=9085804ef2c2eaf836095f9df43b83e0cc5bc3feed2a6e1b87da7748b42fee7e
# solve_result_sha256=602975f64379a77b1c098eb20620f07051bd0c9bc56df82d7e5057a4b2f5044e
# primal_values_sha256=5b4a9c8b93fc51d0033997e82404809b09136f0804ae3d987f48d2bcae3a43e2
index	name	numerator
364	full_spin_isotypic_invariant_moment[364]	-326
365	full_spin_isotypic_invariant_moment[365]	-2
366	full_spin_isotypic_invariant_moment[366]	29
367	full_spin_isotypic_invariant_moment[367]	-2
368	full_spin_isotypic_invariant_moment[368]	29
369	full_spin_isotypic_invariant_moment[369]	6387
370	full_spin_isotypic_invariant_moment[370]	-5865
371	full_spin_isotypic_invariant_moment[371]	6387
372	full_spin_isotypic_invariant_moment[372]	5666
373	full_spin_isotypic_invariant_moment[373]	6387
374	full_spin_isotypic_invariant_moment[374]	5666
375	full_spin_isotypic_invariant_moment[375]	188
376	full_spin_isotypic_invariant_moment[376]	-3
377	full_spin_isotypic_invariant_moment[377]	188
378	full_spin_isotypic_invariant_moment[378]	186
379	full_spin_isotypic_invariant_moment[379]	188
380	full_spin_isotypic_invariant_moment[380]	186
381	full_spin_isotypic_invariant_moment[381]	-526
382	full_spin_isotypic_invariant_moment[382]	-174
383	full_spin_isotypic_invariant_moment[383]	-20
384	full_spin_isotypic_invariant_moment[384]	-174
385	full_spin_isotypic_invariant_moment[385]	-20
386	full_spin_isotypic_invariant_moment[386]	-326
387	full_spin_isotypic_invariant_moment[387]	-2
388	full_spin_isotypic_invariant_moment[388]	29
389	full_spin_isotypic_invariant_moment[389]	-2
390	full_spin_isotypic_invariant_moment[390]	29
391	full_spin_isotypic_invariant_moment[391]	-526
392	full_spin_isotypic_invariant_moment[392]	-402
393	full_spin_isotypic_invariant_moment[393]	-526
394	full_spin_isotypic_invariant_moment[394]	-402
395	full_spin_isotypic_invariant_moment[395]	-326
396	full_spin_isotypic_invariant_moment[396]	-188
397	full_spin_isotypic_invariant_moment[397]	-326
398	full_spin_isotypic_invariant_moment[398]	-188
399	full_spin_isotypic_invariant_moment[399]	-20
400	full_spin_isotypic_invariant_moment[400]	-174
401	full_spin_isotypic_invariant_moment[401]	-20
402	full_spin_isotypic_invariant_moment[402]	29
403	full_spin_isotypic_invariant_moment[403]	-2
404	full_spin_isotypic_invariant_moment[404]	29
405	full_spin_isotypic_invariant_moment[405]	-20
406	full_spin_isotypic_invariant_moment[406]	46
407	full_spin_isotypic_invariant_moment[407]	29
408	full_spin_isotypic_invariant_moment[408]	49
409	full_spin_isotypic_invariant_moment[409]	-20
410	full_spin_isotypic_invariant_moment[410]	29
411	full_spin_isotypic_invariant_moment[411]	-164
412	full_spin_isotypic_invariant_moment[412]	-257
413	full_spin_isotypic_invariant_moment[413]	-119
414	full_spin_isotypic_invariant_moment[414]	-257
415	full_spin_isotypic_invariant_moment[415]	-119
416	full_spin_isotypic_invariant_moment[416]	-164
417	full_spin_isotypic_invariant_moment[417]	-257
418	full_spin_isotypic_invariant_moment[418]	-119
419	full_spin_isotypic_invariant_moment[419]	-257
420	full_spin_isotypic_invariant_moment[420]	-119
421	full_spin_isotypic_invariant_moment[421]	-164
422	full_spin_isotypic_invariant_moment[422]	-236
423	full_spin_isotypic_invariant_moment[423]	-164
424	full_spin_isotypic_invariant_moment[424]	-236
425	full_spin_isotypic_invariant_moment[425]	-164
426	full_spin_isotypic_invariant_moment[426]	-236
427	full_spin_isotypic_invariant_moment[427]	-164
428	full_spin_isotypic_invariant_moment[428]	-236
429	full_spin_isotypic_invariant_moment[429]	-119
430	full_spin_isotypic_invariant_moment[430]	-257
431	full_spin_isotypic_invariant_moment[431]	-119
432	full_spin_isotypic_invariant_moment[432]	-119
433	full_spin_isotypic_invariant_moment[433]	-257
434	full_spin_isotypic_invariant_moment[434]	-119
435	full_spin_isotypic_invariant_moment[435]	-119
436	full_spin_isotypic_invariant_moment[436]	-66
437	full_spin_isotypic_invariant_moment[437]	-119
438	full_spin_isotypic_invariant_moment[438]	-66
439	full_spin_isotypic_invariant_moment[439]	-119
440	full_spin_isotypic_invariant_moment[440]	-119
441	full_spin_isotypic_invariant_moment[441]	488211
442	full_spin_isotypic_invariant_moment[442]	6045
443	full_spin_isotypic_invariant_moment[443]	-5221
444	full_spin_isotypic_invariant_moment[444]	6045
445	full_spin_isotypic_invariant_moment[445]	5374
446	full_spin_isotypic_invariant_moment[446]	6045
447	full_spin_isotypic_invariant_moment[447]	5374
448	full_spin_isotypic_invariant_moment[448]	6102
449	full_spin_isotypic_invariant_moment[449]	297
450	full_spin_isotypic_invariant_moment[450]	-573
451	full_spin_isotypic_invariant_moment[451]	297
452	full_spin_isotypic_invariant_moment[452]	248
453	full_spin_isotypic_invariant_moment[453]	297
454	full_spin_isotypic_invariant_moment[454]	248
455	full_spin_isotypic_invariant_moment[455]	6045
456	full_spin_isotypic_invariant_moment[456]	-135
457	full_spin_isotypic_invariant_moment[457]	-85
458	full_spin_isotypic_invariant_moment[458]	-135
459	full_spin_isotypic_invariant_moment[459]	-67
460	full_spin_isotypic_invariant_moment[460]	-135
461	full_spin_isotypic_invariant_moment[461]	-67
462	full_spin_isotypic_invariant_moment[462]	297
463	full_spin_isotypic_invariant_moment[463]	-135
464	full_spin_isotypic_invariant_moment[464]	-85
465	full_spin_isotypic_invariant_moment[465]	-135
466	full_spin_isotypic_invariant_moment[466]	-67
